latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-5.607,28.717,327.3,1.7,1.3,2017-05-07,12:00,A,74,6.0NRT,296.4,33.3
-6.076,25.482,326.6,1.1,1,2017-05-07,12:00,A,80,6.0NRT,296.9,19.3
-6.078,25.473,323.8,1.1,1,2017-05-07,12:00,A,73,6.0NRT,297.1,16.3
-7.289,16.571,313.4,2.8,1.6,2017-05-07,12:00,A,26,6.0NRT,290.2,32
-5.541,28.92,317.3,1.7,1.3,2017-05-07,12:00,A,68,6.0NRT,294.7,21.4
-7.275,16.569,322.1,2.8,1.6,2017-05-07,12:00,A,79,6.0NRT,291.3,69.2
-5.539,28.565,314.2,1.6,1.3,2017-05-07,12:00,A,55,6.0NRT,296.5,15.3
-5.71,27.35,325.2,1.3,1.1,2017-05-07,12:00,A,79,6.0NRT,294.8,26
-5.712,27.338,315,1.3,1.1,2017-05-07,12:00,A,64,6.0NRT,294.3,10.6
-5.48,28.723,321.5,1.7,1.3,2017-05-07,12:00,A,71,6.0NRT,294,26
-5.925,25.699,323.5,1.1,1,2017-05-07,12:00,A,57,6.0NRT,291.3,15.4
-7.103,16.711,311.8,2.7,1.6,2017-05-07,12:00,A,66,6.0NRT,291.2,29.1
-5.526,27.742,322.3,1.4,1.2,2017-05-07,12:00,A,70,6.0NRT,295.1,22.6
-5.695,26.275,317.8,1.2,1.1,2017-05-07,12:00,A,52,6.0NRT,292.4,10.4
-5.696,26.264,331.3,1.2,1.1,2017-05-07,12:00,A,84,6.0NRT,294.1,28.5
-6.173,22.886,313.1,1,1,2017-05-07,12:00,A,45,6.0NRT,294,5.2
-5.291,28.835,315.3,1.7,1.3,2017-05-07,12:00,A,45,6.0NRT,296.5,15.7
-5.293,28.821,325.9,1.7,1.3,2017-05-07,12:00,A,80,6.0NRT,297.2,38.6
-5.316,28.595,320.3,1.6,1.3,2017-05-07,12:00,A,51,6.0NRT,297.7,19.7
-5.844,25.057,325.3,1,1,2017-05-07,12:00,A,28,6.0NRT,296.8,13.1
-5.845,25.048,328.7,1,1,2017-05-07,12:00,A,70,6.0NRT,298.2,16.6
-5.436,27.399,313.6,1.4,1.2,2017-05-07,12:00,A,54,6.0NRT,292.3,9.7
-6.106,22.766,313.8,1,1,2017-05-07,12:00,A,66,6.0NRT,289.1,8.5
-5.228,28.261,320.6,1.6,1.2,2017-05-07,12:00,A,76,6.0NRT,297,20.8
-5.627,25.473,333.5,1.1,1,2017-05-07,12:00,A,86,6.0NRT,299.5,26.2
-6.51,19.03,318.8,1.7,1.3,2017-05-07,12:00,A,41,6.0NRT,298.1,15.5
-6.512,19.014,324.1,1.7,1.3,2017-05-07,12:00,A,77,6.0NRT,297.5,29.6
-6.499,19.028,320.2,1.7,1.3,2017-05-07,12:00,A,49,6.0NRT,297.3,17.6
-6.467,19.087,318.9,1.7,1.3,2017-05-07,12:00,A,73,6.0NRT,299.1,14.1
-5.821,23.671,314.5,1,1,2017-05-07,12:00,A,54,6.0NRT,293.3,6.7
-6.47,19.08,320.6,1.7,1.3,2017-05-07,12:00,A,74,6.0NRT,298.8,16.8
-5.585,24.556,326.9,1,1,2017-05-07,12:00,A,82,6.0NRT,282.6,18.5
-5.586,24.547,319.4,1,1,2017-05-07,12:00,A,75,6.0NRT,283.2,10.4
-6.354,18.916,323.9,1.8,1.3,2017-05-07,12:00,A,80,6.0NRT,294.6,38.1
-5.38,25.711,320,1.1,1,2017-05-07,12:00,A,50,6.0NRT,299,9.1
-5.382,25.701,318.6,1.1,1,2017-05-07,12:00,A,47,6.0NRT,297.9,6.9
-5.039,27.241,323.9,1.3,1.1,2017-05-07,12:00,A,54,6.0NRT,296.4,17.3
-5.005,27.397,317.1,1.4,1.2,2017-05-07,12:00,A,69,6.0NRT,296.6,10.9
-5.031,27.228,321.7,1.3,1.1,2017-05-07,12:00,A,25,6.0NRT,296.9,13
-5.827,18.84,318.9,1.8,1.3,2017-05-07,12:00,A,68,6.0NRT,296.8,17.1
-4.741,26.372,320.6,1.2,1.1,2017-05-07,12:00,A,75,6.0NRT,289.8,16.2
-4.831,25.754,346.9,1.1,1.1,2017-05-07,12:00,A,94,6.0NRT,291.1,59
-4.833,25.744,323.8,1.1,1.1,2017-05-07,12:00,A,79,6.0NRT,290.3,19.3
-5.896,18.061,313,2,1.4,2017-05-07,12:00,A,62,6.0NRT,279,24
-4.921,24.629,311,1,1,2017-05-07,12:00,A,54,6.0NRT,272.6,7.1
-4.728,25.896,320.5,1.1,1.1,2017-05-07,12:00,A,75,6.0NRT,294.6,12.6
-5.659,19.314,328.1,1.6,1.2,2017-05-07,12:00,A,77,6.0NRT,296.2,36.9
-4.593,26.542,313.8,1.2,1.1,2017-05-07,12:00,A,0,6.0NRT,288.9,10.8
-4.397,27.742,323.1,1.5,1.2,2017-05-07,12:00,A,53,6.0NRT,295.6,20.3
-5.389,19.537,325,1.5,1.2,2017-05-07,12:00,A,71,6.0NRT,294,28.4
-4.557,25.438,310.2,1.1,1,2017-05-07,12:00,A,55,6.0NRT,284.9,7
-5.386,19.546,313.7,1.5,1.2,2017-05-07,12:00,A,37,6.0NRT,293.3,7.2
-5.388,19.532,320.9,1.5,1.2,2017-05-07,12:00,A,76,6.0NRT,292.5,20.5
-4.525,25.463,312.5,1.1,1,2017-05-07,12:00,A,62,6.0NRT,285.1,8.7
-4.365,26.49,316.7,1.2,1.1,2017-05-07,12:00,A,70,6.0NRT,293.5,11.5
-4.521,25.423,309.1,1.1,1,2017-05-07,12:00,A,41,6.0NRT,279.4,5.6
-4.479,25.273,351,1.1,1,2017-05-07,12:00,A,96,6.0NRT,282.7,67.3
-4.48,25.263,324.3,1.1,1,2017-05-07,12:00,A,79,6.0NRT,280.2,20.4
-4.326,25.792,317.6,1.1,1.1,2017-05-07,12:00,A,66,6.0NRT,291.1,10.5
-4.328,25.782,324.3,1.1,1.1,2017-05-07,12:00,A,80,6.0NRT,290.6,18.9
-4.323,25.785,325.4,1.1,1.1,2017-05-07,12:00,A,81,6.0NRT,290.7,21.6
-4.46,24.7,323.3,1,1,2017-05-07,12:00,A,0,6.0NRT,271.2,20
-5.4,17.769,317.9,2.1,1.4,2017-05-07,12:00,A,45,6.0NRT,295.3,23.1
-5.354,17.725,322.7,2.1,1.4,2017-05-07,12:00,A,73,6.0NRT,294.2,41
-5.353,17.718,322.4,2.1,1.4,2017-05-07,12:00,A,77,6.0NRT,294.5,43.6
14.81,35.826,342.2,3,1.7,2017-05-07,10:30,A,84,6.0NRT,314.1,98.9
14.805,35.798,337.3,3.1,1.7,2017-05-07,10:30,A,77,6.0NRT,312.9,59.9
14.809,35.821,342.8,3,1.7,2017-05-07,10:30,A,84,6.0NRT,314,104.5
-5.01,27.392,315.1,1.4,1.2,2017-05-07,12:00,A,66,6.0NRT,296.3,7.9
-5.033,27.235,324.2,1.3,1.1,2017-05-07,12:00,A,64,6.0NRT,296.9,17.9
-4.993,27.156,323.8,1.3,1.1,2017-05-07,12:00,A,29,6.0NRT,295.5,18.7
-4.998,27.121,335.9,1.3,1.1,2017-05-07,12:00,A,88,6.0NRT,296.5,39.5
-4.999,27.109,325.4,1.3,1.1,2017-05-07,12:00,A,28,6.0NRT,296.2,20.7
-4.988,27.119,346.2,1.3,1.1,2017-05-07,12:00,A,88,6.0NRT,294.6,67
-4.989,27.108,336.8,1.3,1.1,2017-05-07,12:00,A,65,6.0NRT,287.8,44.8
-5.281,25.128,327.2,1,1,2017-05-07,12:00,A,61,6.0NRT,300,15
-6.031,19.434,316.4,1.6,1.2,2017-05-07,12:00,A,60,6.0NRT,293.7,16.1
-6.264,17.646,313.4,2.2,1.4,2017-05-07,12:00,A,66,6.0NRT,290.5,21.8
-6.266,17.626,328.9,2.2,1.4,2017-05-07,12:00,A,84,6.0NRT,291.5,71.9
-4.675,28.652,323.6,1.7,1.3,2017-05-07,12:00,A,76,6.0NRT,300.6,24.1
-4.745,28.185,320.6,1.6,1.2,2017-05-07,12:00,A,19,6.0NRT,296.1,16.9
-5.978,19.412,331.1,1.6,1.2,2017-05-07,12:00,A,85,6.0NRT,297.1,44.8
-6.23,17.498,310.4,2.3,1.5,2017-05-07,12:00,A,33,6.0NRT,285.4,18.8
-5.92,19.414,320.6,1.6,1.2,2017-05-07,12:00,A,70,6.0NRT,298.3,19.4
-5.862,19.592,323.4,1.5,1.2,2017-05-07,12:00,A,78,6.0NRT,297.6,23.4
-5.864,19.578,350.3,1.6,1.2,2017-05-07,12:00,A,95,6.0NRT,296.7,101.7
-4.918,26.216,327.7,1.2,1.1,2017-05-07,12:00,A,82,6.0NRT,292.4,20.9
-4.92,26.206,317.8,1.2,1.1,2017-05-07,12:00,A,44,6.0NRT,293.3,8.5
-4.921,26.195,318.7,1.2,1.1,2017-05-07,12:00,A,66,6.0NRT,292.4,10.9
-5.108,24.603,324.8,1,1,2017-05-07,12:00,A,73,6.0NRT,293.8,17
-5.666,20.593,316.1,1.3,1.1,2017-05-07,12:00,A,50,6.0NRT,295.9,11.6
-4.574,28.105,315.5,1.6,1.2,2017-05-07,12:00,A,69,6.0NRT,295.7,12.3
-4.576,28.091,319.5,1.6,1.2,2017-05-07,12:00,A,74,6.0NRT,297,19
-4.816,26.28,316.9,1.2,1.1,2017-05-07,12:00,A,41,6.0NRT,293.4,10.6
-5.865,18.704,325.9,1.8,1.3,2017-05-07,12:00,A,80,6.0NRT,296.4,37.8
-5.867,18.688,319.3,1.8,1.3,2017-05-07,12:00,A,70,6.0NRT,296,21.4
-4.742,26.571,325,1.2,1.1,2017-05-07,12:00,A,71,6.0NRT,290.1,21.1
-4.743,26.56,319.5,1.2,1.1,2017-05-07,12:00,A,45,6.0NRT,288,13.5
-6.049,17.31,310.3,2.3,1.5,2017-05-07,12:00,A,25,6.0NRT,287.6,18.3
-5.119,23.892,314.9,1,1,2017-05-07,12:00,A,65,6.0NRT,281.9,9.7
-9.944,27.08,331.6,1.1,1.1,2017-05-07,12:00,A,85,6.0NRT,296.2,28.2
-9.95,26.939,318.4,1.1,1.1,2017-05-07,12:00,A,56,6.0NRT,298.7,11.3
-9.875,27.179,317.8,1.2,1.1,2017-05-07,12:00,A,72,6.0NRT,294.8,10.4
8.714,28.968,325.4,3,1.6,2017-05-07,12:05,A,36,6.0NRT,295,46.2
7.76,20.253,309.5,1,1,2017-05-07,12:05,A,53,6.0NRT,276.4,4.8
8.291,19.668,320.4,1,1,2017-05-07,12:05,A,63,6.0NRT,290.6,6.7
8.29,19.659,320.7,1,1,2017-05-07,12:05,A,64,6.0NRT,290.8,7
10.301,23.097,355.6,1.2,1.1,2017-05-07,12:05,A,96,6.0NRT,311.9,63.6
10.299,23.086,339.2,1.2,1.1,2017-05-07,12:05,A,74,6.0NRT,310.6,22
10.31,23.096,351.4,1.2,1.1,2017-05-07,12:05,A,93,6.0NRT,310.2,52
10.309,23.085,338.3,1.2,1.1,2017-05-07,12:05,A,68,6.0NRT,308.7,21.3
9.7,18.597,343.8,1.1,1.1,2017-05-07,12:05,A,87,6.0NRT,309.5,25.8
9.698,18.587,348.7,1.1,1.1,2017-05-07,12:05,A,91,6.0NRT,311.2,37.4
9.708,16.688,349.7,1.4,1.2,2017-05-07,12:05,A,92,6.0NRT,309,59.1
9.861,16.105,332.4,1.6,1.2,2017-05-07,12:05,A,66,6.0NRT,305.4,15.8
11.851,23.49,342.5,1.3,1.1,2017-05-07,12:05,A,83,6.0NRT,318.9,32.3
12.109,23.521,337.5,1.3,1.1,2017-05-07,12:05,A,75,6.0NRT,315.9,24.9
11.918,21.141,344.9,1,1,2017-05-07,12:05,A,86,6.0NRT,315.9,25.3
11.917,21.132,349.2,1,1,2017-05-07,12:05,A,91,6.0NRT,316.3,34.1
33.039,-7.776,376.5,1.1,1,2017-05-07,13:50,A,100,6.0NRT,317.2,132.8
33.037,-7.788,363.9,1.1,1,2017-05-07,13:50,A,100,6.0NRT,320.6,86.6
33.036,-7.799,340.1,1.1,1,2017-05-07,13:50,A,83,6.0NRT,317.8,27.9
33.046,-7.789,377.2,1.1,1,2017-05-07,13:50,A,100,6.0NRT,318.3,136.3
33.045,-7.801,382.4,1.1,1,2017-05-07,13:50,A,100,6.0NRT,319.4,159.5
5.254,-3.911,321.8,1,1,2017-05-07,13:45,A,27,6.0NRT,297.2,6.3
5.253,-3.921,322.1,1,1,2017-05-07,13:45,A,0,6.0NRT,296.9,6.7
5.388,-8.117,320.7,1.7,1.3,2017-05-07,13:45,A,69,6.0NRT,281.8,34.8
6.18,-3.24,328.2,1,1,2017-05-07,13:45,A,78,6.0NRT,291.8,20.5
6.189,-3.241,312,1,1,2017-05-07,13:45,A,0,6.0NRT,289.4,5.3
5.802,-7.813,315,1.6,1.2,2017-05-07,13:45,A,19,6.0NRT,290.4,16.9
5.88,-7.98,318,1.6,1.3,2017-05-07,13:45,A,74,6.0NRT,289.9,21.7
5.813,-9.19,315.4,2,1.4,2017-05-07,13:45,A,70,6.0NRT,290.4,25.8
5.806,-9.177,309.7,2,1.4,2017-05-07,13:45,A,55,6.0NRT,290.6,13.7
5.803,-9.195,311.3,2,1.4,2017-05-07,13:45,A,61,6.0NRT,290.2,16.8
6.011,-8.179,314.7,1.7,1.3,2017-05-07,13:45,A,55,6.0NRT,292.4,13.8
6.933,-1.947,319.4,1.1,1,2017-05-07,13:45,A,66,6.0NRT,294.4,9.8
6.033,-8.183,336.9,1.7,1.3,2017-05-07,13:45,A,89,6.0NRT,292.7,66.2
6.031,-8.198,342.1,1.7,1.3,2017-05-07,13:45,A,92,6.0NRT,293.1,85.7
6.045,-8.185,319.4,1.7,1.3,2017-05-07,13:45,A,74,6.0NRT,292.6,21.7
6.045,-8.174,318.1,1.7,1.3,2017-05-07,13:45,A,60,6.0NRT,291.9,17.4
6.042,-8.189,327.7,1.7,1.3,2017-05-07,13:45,A,82,6.0NRT,293.1,40.4
5.863,-9.635,319.9,2.2,1.4,2017-05-07,13:45,A,75,6.0NRT,290.8,36.5
5.86,-9.655,317.3,2.2,1.4,2017-05-07,13:45,A,71,6.0NRT,291.1,27.9
6.122,-8.049,311.7,1.6,1.3,2017-05-07,13:45,A,56,6.0NRT,292.3,11.4
5.944,-9.204,315.7,2,1.4,2017-05-07,13:45,A,69,6.0NRT,290.8,25.8
5.902,-9.641,315.8,2.2,1.4,2017-05-07,13:45,A,69,6.0NRT,289.4,24.2
5.899,-9.661,317.8,2.2,1.4,2017-05-07,13:45,A,72,6.0NRT,290.5,30.2
5.912,-9.744,314.5,2.2,1.5,2017-05-07,13:45,A,67,6.0NRT,290.9,23.8
5.901,-9.648,316.5,2.2,1.4,2017-05-07,13:45,A,47,6.0NRT,289.9,23.7
5.911,-9.751,311.1,2.2,1.5,2017-05-07,13:45,A,58,6.0NRT,290.9,16.9
5.943,-9.635,311.4,2.2,1.4,2017-05-07,13:45,A,59,6.0NRT,289.8,14.6
5.939,-9.654,313.5,2.2,1.4,2017-05-07,13:45,A,65,6.0NRT,289.9,19.7
6.066,-9.174,311.1,2,1.4,2017-05-07,13:45,A,58,6.0NRT,291,16.7
6.265,-8.019,311.1,1.6,1.3,2017-05-07,13:45,A,57,6.0NRT,291.9,9.1
6.212,-8.352,310.5,1.7,1.3,2017-05-07,13:45,A,52,6.0NRT,290.4,11
6.409,-7.52,314.6,1.5,1.2,2017-05-07,13:45,A,50,6.0NRT,293,10.6
6.126,-9.376,323.4,2.1,1.4,2017-05-07,13:45,A,78,6.0NRT,291.1,44.7
6.123,-9.394,317.5,2.1,1.4,2017-05-07,13:45,A,71,6.0NRT,290.7,28.2
6.128,-9.383,327.8,2.1,1.4,2017-05-07,13:45,A,80,6.0NRT,291.2,56.7
6.33,-8.192,313.5,1.7,1.3,2017-05-07,13:45,A,52,6.0NRT,293.6,12.3
6.256,-9.053,320.4,2,1.4,2017-05-07,13:45,A,74,6.0NRT,291.4,34
6.164,-9.641,313.6,2.2,1.4,2017-05-07,13:45,A,60,6.0NRT,288.9,21.9
6.221,-9.36,318.7,2.1,1.4,2017-05-07,13:45,A,72,6.0NRT,291.6,33.4
6.218,-9.378,327.8,2.1,1.4,2017-05-07,13:45,A,82,6.0NRT,290.9,62
6.177,-9.643,313.4,2.2,1.4,2017-05-07,13:45,A,50,6.0NRT,289.1,20.6
6.176,-9.826,330.1,2.3,1.5,2017-05-07,13:45,A,73,6.0NRT,289,75.8
6.222,-9.365,320.1,2.1,1.4,2017-05-07,13:45,A,74,6.0NRT,291.4,35.6
6.219,-9.383,315.8,2.1,1.4,2017-05-07,13:45,A,67,6.0NRT,290.4,24.9
6.176,-9.648,315.5,2.2,1.4,2017-05-07,13:45,A,38,6.0NRT,288.9,24.1
6.179,-9.709,311.2,2.2,1.4,2017-05-07,13:45,A,26,6.0NRT,289.6,15.4
6.176,-9.81,320.6,2.2,1.5,2017-05-07,13:45,A,74,6.0NRT,289.4,44.6
6.173,-9.83,327,2.3,1.5,2017-05-07,13:45,A,77,6.0NRT,289.8,67.2
6.339,-8.948,318.3,1.9,1.3,2017-05-07,13:45,A,30,6.0NRT,291.8,24.8
6.487,-8.07,323.7,1.6,1.3,2017-05-07,13:45,A,77,6.0NRT,293.6,30.5
6.348,-8.967,320.5,1.9,1.4,2017-05-07,13:45,A,48,6.0NRT,291.7,29.6
6.516,-8.105,338.8,1.6,1.3,2017-05-07,13:45,A,89,6.0NRT,294.6,70.9
6.514,-8.119,326.9,1.6,1.3,2017-05-07,13:45,A,81,6.0NRT,294.4,36.8
6.473,-8.389,311.4,1.7,1.3,2017-05-07,13:45,A,39,6.0NRT,292.5,9.3
6.518,-8.097,315.8,1.6,1.3,2017-05-07,13:45,A,41,6.0NRT,293.9,13.5
6.515,-8.111,336.4,1.6,1.3,2017-05-07,13:45,A,88,6.0NRT,294.9,62
6.549,-8.042,315,1.6,1.3,2017-05-07,13:45,A,52,6.0NRT,294.3,12.7
6.538,-8.115,315.1,1.6,1.3,2017-05-07,13:45,A,60,6.0NRT,294.1,12.3
6.535,-8.129,328.4,1.6,1.3,2017-05-07,13:45,A,82,6.0NRT,294.3,40.1
6.322,-9.56,315,2.1,1.4,2017-05-07,13:45,A,61,6.0NRT,290,26.5
6.303,-9.675,315.8,2.2,1.4,2017-05-07,13:45,A,67,6.0NRT,288.9,29
6.245,-10.21,310.4,2.4,1.5,2017-05-07,13:45,A,46,6.0NRT,287.8,20.5
6.455,-8.955,311.6,1.9,1.3,2017-05-07,13:45,A,48,6.0NRT,289.8,15.9
6.415,-9.964,316.2,2.3,1.5,2017-05-07,13:45,A,60,6.0NRT,289.4,29.8
6.681,-8.301,319,1.7,1.3,2017-05-07,13:45,A,71,6.0NRT,293.1,21.4
6.664,-8.407,328.5,1.7,1.3,2017-05-07,13:45,A,76,6.0NRT,293.2,39.9
6.413,-9.97,315.9,2.3,1.5,2017-05-07,13:45,A,59,6.0NRT,289.2,28.2
6.676,-8.409,340.1,1.7,1.3,2017-05-07,13:45,A,90,6.0NRT,293.3,76.2
7.256,-9.953,308.4,2.2,1.4,2017-05-07,13:45,A,48,6.0NRT,288.1,11.3
7.474,-9.171,311.9,1.9,1.3,2017-05-07,13:45,A,38,6.0NRT,293,12.4
7.492,-9.138,313.5,1.9,1.3,2017-05-07,13:45,A,61,6.0NRT,291.3,15.6
8.389,-5.152,315.3,1.1,1,2017-05-07,13:45,A,58,6.0NRT,296.4,5.9
7.822,-10.595,309.3,2.4,1.5,2017-05-07,13:45,A,49,6.0NRT,290.6,14.6
7.839,-11.492,318.3,2.8,1.6,2017-05-07,13:45,A,73,6.0NRT,287,48.8
9.578,0.257,332.5,1.5,1.2,2017-05-07,13:45,A,84,6.0NRT,295.1,38.6
9.576,0.243,327,1.5,1.2,2017-05-07,13:45,A,79,6.0NRT,295.4,25.5
7.934,-10.945,310.7,2.6,1.5,2017-05-07,13:45,A,30,6.0NRT,288.3,18.1
7.846,-11.474,308.9,2.8,1.6,2017-05-07,13:45,A,38,6.0NRT,285.8,17.2
7.842,-11.499,314.3,2.8,1.6,2017-05-07,13:45,A,66,6.0NRT,286.9,36.1
8.052,-10.645,313.8,2.4,1.5,2017-05-07,13:45,A,65,6.0NRT,292.4,24.1
8.02,-10.936,324,2.5,1.5,2017-05-07,13:45,A,67,6.0NRT,291.1,53.1
8.046,-10.649,312.9,2.4,1.5,2017-05-07,13:45,A,62,6.0NRT,292.6,20.8
8.019,-10.894,317.6,2.5,1.5,2017-05-07,13:45,A,48,6.0NRT,291.5,28.8
8.025,-10.942,318.7,2.5,1.5,2017-05-07,13:45,A,35,6.0NRT,290.6,34.1
8.351,-10.493,315,2.3,1.5,2017-05-07,13:45,A,66,6.0NRT,289.9,24.3
8.351,-10.479,318.4,2.3,1.5,2017-05-07,13:45,A,65,6.0NRT,289.4,33.1
8.522,-10.077,322.6,2.1,1.4,2017-05-07,13:45,A,73,6.0NRT,293.3,39.1
8.525,-10.063,320.5,2.1,1.4,2017-05-07,13:45,A,73,6.0NRT,293.5,35.3
8.521,-10.082,316.8,2.1,1.4,2017-05-07,13:45,A,68,6.0NRT,293.2,25.4
10.181,-6.657,333.7,1.2,1.1,2017-05-07,13:45,A,80,6.0NRT,305.9,16.1
10.413,-8.345,321.1,1.5,1.2,2017-05-07,13:45,A,51,6.0NRT,292.4,11.9
10.423,-8.347,320.9,1.5,1.2,2017-05-07,13:45,A,36,6.0NRT,294.4,11.7
10.954,-8.416,331.8,1.5,1.2,2017-05-07,13:45,A,78,6.0NRT,297.2,27.1
10.16,-14.083,359.1,4.1,1.9,2017-05-07,13:45,A,0,6.0NRT,288.7,575.5
6.665,-9.292,322.8,2,1.4,2017-05-07,13:45,A,77,6.0NRT,290.6,40
6.776,-8.653,309.7,1.8,1.3,2017-05-07,13:45,A,40,6.0NRT,290.9,11.5
6.677,-9.461,322.6,2.1,1.4,2017-05-07,13:45,A,77,6.0NRT,289.7,40.1
6.669,-9.447,317.3,2.1,1.4,2017-05-07,13:45,A,64,6.0NRT,290.4,24.3
6.666,-9.466,315.1,2.1,1.4,2017-05-07,13:45,A,34,6.0NRT,290.9,19
6.855,-8.512,313.2,1.7,1.3,2017-05-07,13:45,A,41,6.0NRT,291.7,13
6.809,-8.881,323.4,1.9,1.3,2017-05-07,13:45,A,69,6.0NRT,292.4,33.8
7.574,-3.852,313.2,1,1,2017-05-07,13:45,A,52,6.0NRT,290.2,5.9
6.821,-8.883,320.8,1.9,1.3,2017-05-07,13:45,A,50,6.0NRT,292.1,27.3
6.609,-10.227,313,2.4,1.5,2017-05-07,13:45,A,60,6.0NRT,289.3,23.4
6.606,-10.248,311.4,2.4,1.5,2017-05-07,13:45,A,42,6.0NRT,290.7,18.5
7.24,-6.609,321.5,1.3,1.1,2017-05-07,13:45,A,75,6.0NRT,296.5,15.1
7.239,-6.62,320.5,1.3,1.1,2017-05-07,13:45,A,73,6.0NRT,297.2,13.9
6.795,-9.473,324.5,2.1,1.4,2017-05-07,13:45,A,50,6.0NRT,292.3,40.9
6.678,-10.287,311.7,2.4,1.5,2017-05-07,13:45,A,52,6.0NRT,289.6,20.8
6.857,-9.316,308.9,2,1.4,2017-05-07,13:45,A,25,6.0NRT,288.9,11.2
6.84,-9.424,325,2,1.4,2017-05-07,13:45,A,62,6.0NRT,292,41.7
7.639,-4.162,317,1,1,2017-05-07,13:45,A,67,6.0NRT,288.8,9.3
7.638,-4.171,323.7,1,1,2017-05-07,13:45,A,77,6.0NRT,289.2,16.1
6.865,-9.428,314.4,2,1.4,2017-05-07,13:45,A,30,6.0NRT,289.8,15.8
6.862,-9.446,314.3,2,1.4,2017-05-07,13:45,A,32,6.0NRT,290.5,15.7
6.65,-10.812,315,2.6,1.6,2017-05-07,13:45,A,67,6.0NRT,289.3,35.6
7.22,-7.159,318.1,1.4,1.2,2017-05-07,13:45,A,70,6.0NRT,289,15.1
6.858,-9.559,313.3,2.1,1.4,2017-05-07,13:45,A,50,6.0NRT,291.7,15.5
6.911,-9.241,317.9,2,1.4,2017-05-07,13:45,A,65,6.0NRT,291.7,24.9
6.972,-8.936,312,1.9,1.3,2017-05-07,13:45,A,58,6.0NRT,292.1,13.5
6.924,-9.243,322.7,2,1.4,2017-05-07,13:45,A,77,6.0NRT,292.3,38.3
6.857,-9.662,318.1,2.1,1.4,2017-05-07,13:45,A,72,6.0NRT,291.3,30.4
6.854,-9.68,315.9,2.1,1.4,2017-05-07,13:45,A,68,6.0NRT,290.6,25
7.087,-8.358,315.9,1.7,1.3,2017-05-07,13:45,A,67,6.0NRT,292.9,18.3
6.908,-9.498,313.1,2.1,1.4,2017-05-07,13:45,A,58,6.0NRT,291.8,15.8
6.823,-10.383,319.4,2.4,1.5,2017-05-07,13:45,A,72,6.0NRT,291.3,40.3
6.832,-10.639,312.9,2.5,1.5,2017-05-07,13:45,A,43,6.0NRT,288.9,25.5
6.818,-10.998,315.7,2.7,1.6,2017-05-07,13:45,A,68,6.0NRT,289.3,37
6.797,-10.903,309.9,2.7,1.6,2017-05-07,13:45,A,27,6.0NRT,288.3,18.2
7.239,-8.409,312.4,1.7,1.3,2017-05-07,13:45,A,60,6.0NRT,292.3,12
6.937,-10.303,308.4,2.4,1.5,2017-05-07,13:45,A,16,6.0NRT,286.7,13.1
6.823,-11.005,316.3,2.7,1.6,2017-05-07,13:45,A,69,6.0NRT,289.1,40.5
7.396,-7.685,318.4,1.5,1.2,2017-05-07,13:45,A,71,6.0NRT,294,17.4
7.212,-8.969,319.4,1.9,1.3,2017-05-07,13:45,A,73,6.0NRT,292.7,26
7.118,-10.166,313.2,2.3,1.5,2017-05-07,13:45,A,64,6.0NRT,291.4,25.3
7.15,-10.046,334.5,2.3,1.5,2017-05-07,13:45,A,87,6.0NRT,292.6,92.8
7.115,-10.172,310.1,2.3,1.5,2017-05-07,13:45,A,51,6.0NRT,291.4,16.4
7.151,-10.032,318.4,2.2,1.5,2017-05-07,13:45,A,73,6.0NRT,292.4,32.8
7.148,-10.053,328.7,2.3,1.5,2017-05-07,13:45,A,83,6.0NRT,292.6,69.6
7.257,-9.948,308.9,2.2,1.4,2017-05-07,13:45,A,43,6.0NRT,287,12.1
-7.869,23.768,318.6,1,1,2017-05-07,12:00,A,70,6.0NRT,297.3,8.8
-8.254,20.972,307.6,1.3,1.1,2017-05-07,12:00,A,45,6.0NRT,288.4,6.7
-8.255,20.96,312.3,1.3,1.1,2017-05-07,12:00,A,63,6.0NRT,290.8,11.6
-7.751,24.532,352.3,1,1,2017-05-07,12:00,A,96,6.0NRT,304.1,57.7
-7.752,24.524,358.3,1,1,2017-05-07,12:00,A,99,6.0NRT,304.3,72
-7.743,24.522,322.4,1,1,2017-05-07,12:00,A,65,6.0NRT,299.7,10.6
-7.04,29.187,312.5,1.7,1.3,2017-05-07,12:00,A,55,6.0NRT,295.5,12.5
-7.715,24.521,316.3,1,1,2017-05-07,12:00,A,51,6.0NRT,297.4,6
-7.85,23.572,333,1,1,2017-05-07,12:00,A,85,6.0NRT,297.2,27.7
-8.6,17.922,313.1,2.3,1.5,2017-05-07,12:00,A,70,6.0NRT,282.7,28
-7.464,25.865,335,1.1,1,2017-05-07,12:00,A,87,6.0NRT,299.1,30.1
-7.609,24.744,338.4,1,1,2017-05-07,12:00,A,89,6.0NRT,301.2,33
-7.611,24.735,336.8,1,1,2017-05-07,12:00,A,88,6.0NRT,298.1,30.9
-7.602,24.737,318.9,1,1,2017-05-07,12:00,A,68,6.0NRT,299.2,8.6
-7.59,24.625,321.6,1,1,2017-05-07,12:00,A,74,6.0NRT,292.7,13
-7.621,24.41,334.1,1,1,2017-05-07,12:00,A,86,6.0NRT,298.9,23.2
-7.612,24.408,340.7,1,1,2017-05-07,12:00,A,90,6.0NRT,302.7,34
