latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
11.433,-0.652,331.1,1,1,2017-05-07,10:40,T,76,6.0NRT,303.7,11
11.578,-12.128,315.4,4.5,1.9,2017-05-07,10:40,T,46,6.0NRT,287.5,53.6
36.571,2.851,318.1,1,1,2017-05-07,10:35,T,57,6.0NRT,305.2,5.4
35.077,6.451,323.5,1.1,1.1,2017-05-07,10:35,T,64,6.0NRT,309.8,10.1
-9.906,26.973,321.5,1.1,1.1,2017-05-07,12:00,A,76,6.0NRT,299.3,13.7
-9.908,26.963,315.6,1.1,1.1,2017-05-07,12:00,A,67,6.0NRT,298.7,7.7
-9.776,27.297,317,1.2,1.1,2017-05-07,12:00,A,27,6.0NRT,298,11
-9.858,26.744,371.3,1.1,1,2017-05-07,12:00,A,100,6.0NRT,303.2,129.5
-9.86,26.734,390.7,1.1,1,2017-05-07,12:00,A,100,6.0NRT,305,224
-9.849,26.743,334.1,1.1,1,2017-05-07,12:00,A,87,6.0NRT,300.6,29.5
-9.85,26.733,362.4,1.1,1,2017-05-07,12:00,A,100,6.0NRT,300.8,98
-9.667,27.274,332.7,1.2,1.1,2017-05-07,12:00,A,86,6.0NRT,300.3,30
-9.669,27.263,321.5,1.2,1.1,2017-05-07,12:00,A,54,6.0NRT,302.2,13.7
-9.657,27.272,317.6,1.2,1.1,2017-05-07,12:00,A,43,6.0NRT,298.5,9.2
-9.9,24.038,310.6,1,1,2017-05-07,12:00,A,56,6.0NRT,294.7,5.4
-9.843,24.31,315.3,1,1,2017-05-07,12:00,A,68,6.0NRT,296.4,8.7
-9.869,23.798,312.6,1,1,2017-05-07,12:00,A,62,6.0NRT,298.6,5.5
-9.854,23.238,316.9,1.1,1,2017-05-07,12:00,A,62,6.0NRT,297.5,10.4
-9.855,23.229,327.9,1.1,1,2017-05-07,12:00,A,82,6.0NRT,295.8,23.2
-9.394,25.702,322.3,1,1,2017-05-07,12:00,A,27,6.0NRT,300.2,12.7
-9.645,23.945,310.5,1,1,2017-05-07,12:00,A,50,6.0NRT,296.2,4.8
-9.857,22.44,310.6,1.2,1.1,2017-05-07,12:00,A,49,6.0NRT,293.8,7.2
-9.552,23.766,318.2,1,1,2017-05-07,12:00,A,71,6.0NRT,296.7,11.1
-9.553,23.756,312.5,1,1,2017-05-07,12:00,A,60,6.0NRT,297.3,6
-9.057,26.858,321.6,1.1,1.1,2017-05-07,12:00,A,47,6.0NRT,300.1,13.8
-9.621,22.928,317.8,1.1,1,2017-05-07,12:00,A,71,6.0NRT,298.3,10.8
-9.628,22.879,317.1,1.1,1,2017-05-07,12:00,A,48,6.0NRT,298.9,10.3
-9.035,26.837,322.7,1.1,1.1,2017-05-07,12:00,A,74,6.0NRT,304.5,14.2
-9.036,26.827,321.5,1.1,1.1,2017-05-07,12:00,A,70,6.0NRT,300.9,13.5
-9.556,23.073,313.8,1.1,1,2017-05-07,12:00,A,62,6.0NRT,297.6,7.9
-9.154,25.834,320.5,1,1,2017-05-07,12:00,A,53,6.0NRT,301.4,8.2
-9.136,25.831,333,1,1,2017-05-07,12:00,A,85,6.0NRT,302.2,23.6
-9.137,25.822,335.4,1,1,2017-05-07,12:00,A,87,6.0NRT,300.8,27.8
-9.291,24.697,316,1,1,2017-05-07,12:00,A,67,6.0NRT,298.8,7.7
-8.95,26.95,331.7,1.1,1.1,2017-05-07,12:00,A,85,6.0NRT,301.9,29
-8.952,26.94,323.2,1.1,1.1,2017-05-07,12:00,A,61,6.0NRT,303.3,16.4
-9.324,24.398,322.3,1,1,2017-05-07,12:00,A,76,6.0NRT,297,14.3
-9.283,24.622,310.9,1,1,2017-05-07,12:00,A,52,6.0NRT,297.7,4.4
-8.891,27.128,327.4,1.2,1.1,2017-05-07,12:00,A,81,6.0NRT,299.4,24.5
-9.251,24.4,320.4,1,1,2017-05-07,12:00,A,74,6.0NRT,297,12.8
-9.833,20.017,311.1,1.6,1.3,2017-05-07,12:00,A,58,6.0NRT,295.3,9.6
-9.841,19.957,309.7,1.7,1.3,2017-05-07,12:00,A,58,6.0NRT,292.2,10.2
-9.79,20.176,308.6,1.6,1.2,2017-05-07,12:00,A,37,6.0NRT,288.5,8
-9.79,20.169,308.6,1.6,1.2,2017-05-07,12:00,A,28,6.0NRT,290.8,8.8
-8.614,28.287,314.6,1.4,1.2,2017-05-07,12:00,A,60,6.0NRT,292.3,11.8
-8.616,28.274,320.7,1.4,1.2,2017-05-07,12:00,A,75,6.0NRT,293.9,20.9
-9.341,23.295,320,1.1,1,2017-05-07,12:00,A,15,6.0NRT,296.4,11
-9.402,22.858,313.5,1.1,1,2017-05-07,12:00,A,62,6.0NRT,296.7,8
-8.605,28.272,318.6,1.4,1.2,2017-05-07,12:00,A,58,6.0NRT,292.4,17.4
-9.332,23.294,329.4,1.1,1,2017-05-07,12:00,A,70,6.0NRT,298.7,21.6
-9.323,23.293,324.5,1.1,1,2017-05-07,12:00,A,74,6.0NRT,300.3,16.4
-9.324,23.283,324.2,1.1,1,2017-05-07,12:00,A,77,6.0NRT,297.6,15.8
-8.748,27.132,312.5,1.2,1.1,2017-05-07,12:00,A,25,6.0NRT,296.9,8.9
-9.294,23.366,313.9,1,1,2017-05-07,12:00,A,49,6.0NRT,295.1,8.6
-9.423,22.428,308.9,1.1,1.1,2017-05-07,12:00,A,24,6.0NRT,293.4,5.4
-8.719,27.259,318.2,1.2,1.1,2017-05-07,12:00,A,37,6.0NRT,299.8,11.6
-9.274,23.44,315.1,1,1,2017-05-07,12:00,A,68,6.0NRT,294.7,9.7
-9.305,23.222,329.8,1.1,1,2017-05-07,12:00,A,84,6.0NRT,299.1,24.7
-9.306,23.212,330.6,1.1,1,2017-05-07,12:00,A,84,6.0NRT,298,25.8
-9.297,23.211,325.8,1.1,1,2017-05-07,12:00,A,81,6.0NRT,298.3,19
-9.625,20.718,324.9,1.5,1.2,2017-05-07,12:00,A,70,6.0NRT,292.7,30.9
-9.592,20.714,352.4,1.5,1.2,2017-05-07,12:00,A,91,6.0NRT,296.9,108.2
-9.594,20.7,339.9,1.5,1.2,2017-05-07,12:00,A,85,6.0NRT,299.2,67.3
-9.135,23.589,314.4,1,1,2017-05-07,12:00,A,35,6.0NRT,299,6.5
-9.13,23.56,325.7,1,1,2017-05-07,12:00,A,77,6.0NRT,298.5,17.2
-9.258,22.642,313.1,1.1,1.1,2017-05-07,12:00,A,62,6.0NRT,293.1,7.7
-9.847,18.148,316,2.3,1.5,2017-05-07,12:00,A,69,6.0NRT,294.7,29.9
-9.114,23.539,325.8,1,1,2017-05-07,12:00,A,80,6.0NRT,294.2,17.4
-9.834,18.146,313.8,2.3,1.5,2017-05-07,12:00,A,42,6.0NRT,294.5,22.5
-8.935,24.675,312.2,1,1,2017-05-07,12:00,A,39,6.0NRT,295.4,6.1
-8.966,24.459,308.6,1,1,2017-05-07,12:00,A,12,6.0NRT,293,4.1
-9.097,23.527,314.1,1,1,2017-05-07,12:00,A,42,6.0NRT,298.6,6.1
-9.099,23.517,320.4,1,1,2017-05-07,12:00,A,75,6.0NRT,299.3,12
-9.463,20.662,311.3,1.5,1.2,2017-05-07,12:00,A,28,6.0NRT,294.4,10.2
-8.905,24.69,322.2,1,1,2017-05-07,12:00,A,76,6.0NRT,295.3,14.2
-9.965,16.471,312.1,3.1,1.7,2017-05-07,12:00,A,27,6.0NRT,292.6,33.3
-8.694,26.092,326.6,1.1,1,2017-05-07,12:00,A,61,6.0NRT,300.6,16.7
-8.696,26.083,320.1,1.1,1,2017-05-07,12:00,A,55,6.0NRT,300.7,8.8
-8.751,25.572,335.2,1,1,2017-05-07,12:00,A,87,6.0NRT,300.7,30.5
-8.752,25.562,316.3,1,1,2017-05-07,12:00,A,66,6.0NRT,299,7.8
-8.474,27.392,319,1.2,1.1,2017-05-07,12:00,A,71,6.0NRT,300.3,14.3
-8.475,27.38,316.4,1.2,1.1,2017-05-07,12:00,A,61,6.0NRT,299.8,10.8
-9.058,23.353,318.7,1,1,2017-05-07,12:00,A,64,6.0NRT,295.1,11.6
-9.967,16.467,314.3,3.1,1.7,2017-05-07,12:00,A,68,6.0NRT,293,46.7
-9.036,23.378,324.8,1,1,2017-05-07,12:00,A,79,6.0NRT,298.7,16.8
-8.612,26.139,326.9,1.1,1,2017-05-07,12:00,A,70,6.0NRT,302.2,15.7
-9.726,17.732,320.7,2.5,1.5,2017-05-07,12:00,A,75,6.0NRT,296.4,37.9
-8.775,24.888,325.3,1,1,2017-05-07,12:00,A,67,6.0NRT,301.5,16
-8.89,23.955,323.1,1,1,2017-05-07,12:00,A,77,6.0NRT,293.2,15.1
-9.669,18.006,311.6,2.3,1.5,2017-05-07,12:00,A,58,6.0NRT,288.8,27.2
-8.734,24.855,320.9,1,1,2017-05-07,12:00,A,68,6.0NRT,299.1,11.7
-9.689,17.743,321.6,2.5,1.5,2017-05-07,12:00,A,70,6.0NRT,293.2,41.6
-9.691,17.72,326.8,2.5,1.5,2017-05-07,12:00,A,81,6.0NRT,294,64.3
-8.994,22.877,322.8,1.1,1,2017-05-07,12:00,A,78,6.0NRT,299.6,17.7
-8.996,22.867,322.5,1.1,1,2017-05-07,12:00,A,78,6.0NRT,298,17.6
-8.705,24.869,319.1,1,1,2017-05-07,12:00,A,71,6.0NRT,297.3,10.5
-8.706,24.86,316.3,1,1,2017-05-07,12:00,A,59,6.0NRT,295.3,7.6
-9.661,17.625,321.8,2.5,1.5,2017-05-07,12:00,A,79,6.0NRT,289.6,53.4
-8.826,23.955,311.4,1,1,2017-05-07,12:00,A,47,6.0NRT,295.5,6.5
-8.632,25.12,332.3,1,1,2017-05-07,12:00,A,85,6.0NRT,297.7,23.8
-9.314,20.221,311.5,1.6,1.2,2017-05-07,12:00,A,55,6.0NRT,291.2,11.9
-9.655,17.62,314.8,2.5,1.5,2017-05-07,12:00,A,62,6.0NRT,290.4,29.3
-8.452,26.231,324.4,1.1,1,2017-05-07,12:00,A,77,6.0NRT,304.6,15.3
-8.629,25.018,321.6,1,1,2017-05-07,12:00,A,69,6.0NRT,298.9,12.2
-8.736,24.269,320.2,1,1,2017-05-07,12:00,A,74,6.0NRT,300.4,10.9
-8.443,26.23,342.7,1.1,1,2017-05-07,12:00,A,91,6.0NRT,301.4,42.3
-8.444,26.22,343.2,1.1,1,2017-05-07,12:00,A,92,6.0NRT,301.5,42.9
-8.884,22.829,341.7,1.1,1,2017-05-07,12:00,A,91,6.0NRT,301.3,46.7
-8.885,22.819,327.9,1.1,1,2017-05-07,12:00,A,82,6.0NRT,295.2,23.5
-9.579,17.39,311.9,2.6,1.6,2017-05-07,12:00,A,66,6.0NRT,290.9,21.7
-8.242,26.828,315.2,1.2,1.1,2017-05-07,12:00,A,63,6.0NRT,298.9,8.7
-9.486,17.682,310,2.5,1.5,2017-05-07,12:00,A,62,6.0NRT,289.2,20.9
-8.359,25.915,320.7,1.1,1,2017-05-07,12:00,A,42,6.0NRT,296.9,10
-8.452,25.283,316,1,1,2017-05-07,12:00,A,51,6.0NRT,297.2,8.1
-9.098,20.575,314.9,1.5,1.2,2017-05-07,12:00,A,34,6.0NRT,298.5,11
-9.1,20.562,315.1,1.5,1.2,2017-05-07,12:00,A,42,6.0NRT,295.5,12.9
-8.324,26.11,325.7,1.1,1,2017-05-07,12:00,A,78,6.0NRT,305.3,15
-9.095,20.569,337.6,1.5,1.2,2017-05-07,12:00,A,89,6.0NRT,298.8,58.5
-9.477,17.699,309.8,2.5,1.5,2017-05-07,12:00,A,42,6.0NRT,287.1,19.5
-9.533,17.259,318,2.7,1.6,2017-05-07,12:00,A,58,6.0NRT,292.1,45.4
-8.655,23.669,321.6,1,1,2017-05-07,12:00,A,69,6.0NRT,297.1,14.1
-8.657,23.66,316.9,1,1,2017-05-07,12:00,A,37,6.0NRT,296,10.1
-8.956,21.431,321.3,1.3,1.1,2017-05-07,12:00,A,70,6.0NRT,299.1,19.9
-8.958,21.42,331.1,1.3,1.1,2017-05-07,12:00,A,85,6.0NRT,299.2,36.3
-8.231,26.285,334.9,1.1,1,2017-05-07,12:00,A,76,6.0NRT,305.9,24.7
-8.161,26.694,317.8,1.1,1.1,2017-05-07,12:00,A,67,6.0NRT,299.5,9.4
-9.004,20.677,316.1,1.4,1.2,2017-05-07,12:00,A,71,6.0NRT,293.7,14.9
-9.407,17.482,337.8,2.5,1.5,2017-05-07,12:00,A,85,6.0NRT,284.9,132.4
-8.64,23.316,317.3,1,1,2017-05-07,12:00,A,67,6.0NRT,298.2,11.1
-8.641,23.307,310.5,1,1,2017-05-07,12:00,A,30,6.0NRT,295.6,5.5
-8.808,21.916,307.4,1.2,1.1,2017-05-07,12:00,A,32,6.0NRT,290.2,3.5
-9.397,17.497,320.3,2.5,1.5,2017-05-07,12:00,A,60,6.0NRT,289.2,44.2
-9.353,17.515,324.5,2.5,1.5,2017-05-07,12:00,A,81,6.0NRT,291.5,57.9
-9.356,17.492,373.6,2.5,1.5,2017-05-07,12:00,A,100,6.0NRT,293.6,473.2
-8.116,26.504,321.2,1.1,1.1,2017-05-07,12:00,A,36,6.0NRT,303.6,8.8
-8.117,26.494,327.8,1.1,1.1,2017-05-07,12:00,A,80,6.0NRT,303.6,17.8
-8.345,24.939,315.5,1,1,2017-05-07,12:00,A,0,6.0NRT,297.1,6.7
-9.342,17.49,337.8,2.5,1.5,2017-05-07,12:00,A,90,6.0NRT,293.8,124.1
-8.385,24.595,336.3,1,1,2017-05-07,12:00,A,88,6.0NRT,300.2,31.7
-9.328,17.488,325.7,2.5,1.5,2017-05-07,12:00,A,72,6.0NRT,289.8,63.9
-8.421,24.214,319.8,1,1,2017-05-07,12:00,A,74,6.0NRT,297.6,10.4
-8.423,24.205,322.1,1,1,2017-05-07,12:00,A,76,6.0NRT,298.3,13.4
-8.482,23.787,315.5,1,1,2017-05-07,12:00,A,69,6.0NRT,293.8,8.7
-8.483,23.778,318.6,1,1,2017-05-07,12:00,A,73,6.0NRT,294,11.5
-8.541,23.309,314.4,1,1,2017-05-07,12:00,A,67,6.0NRT,293.6,8
-9.336,17.485,325.5,2.5,1.5,2017-05-07,12:00,A,56,6.0NRT,292.4,61.2
-8.287,24.897,315,1,1,2017-05-07,12:00,A,63,6.0NRT,296.5,7.9
-8.384,24.221,327,1,1,2017-05-07,12:00,A,82,6.0NRT,297,18.4
-8.214,25.341,319.5,1,1,2017-05-07,12:00,A,57,6.0NRT,303.1,10.1
-8.277,24.711,316.3,1,1,2017-05-07,12:00,A,22,6.0NRT,290.7,10.1
-8.279,24.702,341.4,1,1,2017-05-07,12:00,A,91,6.0NRT,295.9,40.9
-8.342,24.261,327.8,1,1,2017-05-07,12:00,A,71,6.0NRT,298.5,20.1
-9.234,17.401,324.9,2.6,1.5,2017-05-07,12:00,A,82,6.0NRT,292.1,66.7
-9.237,17.378,317.9,2.6,1.5,2017-05-07,12:00,A,62,6.0NRT,289.1,41.7
-8.805,20.717,323.2,1.4,1.2,2017-05-07,12:00,A,60,6.0NRT,298.6,23.3
-8.807,20.704,340.1,1.4,1.2,2017-05-07,12:00,A,91,6.0NRT,302.3,60.1
-8.809,20.691,331.6,1.4,1.2,2017-05-07,12:00,A,82,6.0NRT,298.4,37.9
-8.813,20.698,327.1,1.4,1.2,2017-05-07,12:00,A,64,6.0NRT,299,28.5
-8.8,20.709,330.9,1.4,1.2,2017-05-07,12:00,A,81,6.0NRT,299.5,39
-8.802,20.696,338.3,1.4,1.2,2017-05-07,12:00,A,88,6.0NRT,300.2,55.8
-9.242,17.395,315.6,2.6,1.5,2017-05-07,12:00,A,56,6.0NRT,291,31.4
-9.228,17.393,325.9,2.6,1.5,2017-05-07,12:00,A,83,6.0NRT,292.6,72.6
-9.206,17.462,311.1,2.5,1.5,2017-05-07,12:00,A,41,6.0NRT,286.6,19.4
-9.134,17.476,307.4,2.5,1.5,2017-05-07,12:00,A,60,6.0NRT,283.5,12.9
-9.137,17.453,310.2,2.5,1.5,2017-05-07,12:00,A,66,6.0NRT,282.7,20.9
-8.155,24.788,326.9,1,1,2017-05-07,12:00,A,79,6.0NRT,294.9,19.8
-9.128,17.47,310.5,2.5,1.5,2017-05-07,12:00,A,67,6.0NRT,284.5,21.5
-9.131,17.448,307.2,2.5,1.5,2017-05-07,12:00,A,60,6.0NRT,283.3,13.7
-8.048,25.277,312,1,1,2017-05-07,12:00,A,45,6.0NRT,292.7,6
-8.05,25.267,311.4,1,1,2017-05-07,12:00,A,42,6.0NRT,290.6,5.8
-8.706,20.571,316.3,1.4,1.2,2017-05-07,12:00,A,73,6.0NRT,293.2,15.4
-8.708,20.558,314.3,1.5,1.2,2017-05-07,12:00,A,70,6.0NRT,294.2,12.4
-8.583,21.248,313.6,1.3,1.1,2017-05-07,12:00,A,46,6.0NRT,295.1,11.1
-9.065,17.415,322.7,2.5,1.5,2017-05-07,12:00,A,58,6.0NRT,284.1,59.1
-9.074,17.345,328.3,2.6,1.5,2017-05-07,12:00,A,85,6.0NRT,280.8,92.1
-8.016,25.051,312.2,1,1,2017-05-07,12:00,A,50,6.0NRT,293.9,5.9
-8.893,18.273,310,2.2,1.4,2017-05-07,12:00,A,63,6.0NRT,284,22.2
-7.345,29.064,312.1,1.6,1.3,2017-05-07,12:00,A,61,6.0NRT,293.7,9.5
-8.211,23.224,337,1,1,2017-05-07,12:00,A,67,6.0NRT,294.3,35.2
-8.476,21.286,320.6,1.3,1.1,2017-05-07,12:00,A,63,6.0NRT,293.4,18.8
-7.332,29.001,312.3,1.6,1.3,2017-05-07,12:00,A,56,6.0NRT,296.1,10.3
-8.046,24.202,310.6,1,1,2017-05-07,12:00,A,0,6.0NRT,285.7,9.6
-8.144,23.512,328,1,1,2017-05-07,12:00,A,74,6.0NRT,296.1,20.5
-8.199,23.062,314.5,1.1,1,2017-05-07,12:00,A,56,6.0NRT,297.3,7.9
-8.056,24.001,316.3,1,1,2017-05-07,12:00,A,63,6.0NRT,289.5,13
-8.125,23.186,314.4,1,1,2017-05-07,12:00,A,46,6.0NRT,297.4,9.5
-8.023,23.784,311.7,1,1,2017-05-07,12:00,A,38,6.0NRT,294,5.8
-4.827,26.393,312.3,2.4,1.5,2017-05-07,09:05,T,42,6.0NRT,290.5,19.5
-8.024,23.775,314.1,1,1,2017-05-07,12:00,A,64,6.0NRT,297.1,7.5
-7.9,24.578,316.3,1,1,2017-05-07,12:00,A,52,6.0NRT,293.7,9
-7.968,24.102,330,1,1,2017-05-07,12:00,A,63,6.0NRT,298.3,22.6
-7.959,24.1,336.1,1,1,2017-05-07,12:00,A,88,6.0NRT,298.8,31
-8.865,17.276,309.5,2.6,1.5,2017-05-07,12:00,A,60,6.0NRT,276.8,22.9
-8.214,21.938,310.6,1.2,1.1,2017-05-07,12:00,A,40,6.0NRT,292,7
-7.727,25.266,333.6,1,1,2017-05-07,12:00,A,81,6.0NRT,296.9,30.3
-8.707,17.99,317,2.3,1.5,2017-05-07,12:00,A,75,6.0NRT,285.7,34.6
-7.718,25.265,356,1,1,2017-05-07,12:00,A,98,6.0NRT,294.2,73.5
-7.719,25.256,344.2,1,1,2017-05-07,12:00,A,87,6.0NRT,293.3,47.6
-8.707,18.006,313.9,2.3,1.5,2017-05-07,12:00,A,67,6.0NRT,285.8,25.3
-8.71,17.986,314.2,2.3,1.5,2017-05-07,12:00,A,72,6.0NRT,284.9,27.3
-7.779,24.592,317.5,1,1,2017-05-07,12:00,A,41,6.0NRT,298.7,7.1
-7.784,24.491,328,1,1,2017-05-07,12:00,A,81,6.0NRT,301.4,17.2
-7.81,24.312,318.8,1,1,2017-05-07,12:00,A,71,6.0NRT,297.6,9.7
6.673,-8.424,322,1.7,1.3,2017-05-07,13:45,A,25,6.0NRT,292,22.8
6.712,-8.477,313.7,1.7,1.3,2017-05-07,13:45,A,62,6.0NRT,292.5,14.3
6.742,-8.357,314.3,1.7,1.3,2017-05-07,13:45,A,56,6.0NRT,292,12.7
6.488,-10.003,333.1,2.3,1.5,2017-05-07,13:45,A,81,6.0NRT,287.7,91.5
6.631,-9.245,322.4,2,1.4,2017-05-07,13:45,A,76,6.0NRT,291.9,41.4
6.485,-10.008,339.1,2.3,1.5,2017-05-07,13:45,A,90,6.0NRT,289.3,122.4
6.624,-9.231,310.6,2,1.4,2017-05-07,13:45,A,54,6.0NRT,291.9,12.9
6.621,-9.248,315.4,2,1.4,2017-05-07,13:45,A,67,6.0NRT,292.1,23.6
6.556,-9.813,314.7,2.2,1.4,2017-05-07,13:45,A,66,6.0NRT,290.3,23.3
6.572,-9.795,333.7,2.2,1.4,2017-05-07,13:45,A,86,6.0NRT,290.6,86.4
6.777,-8.572,321.7,1.8,1.3,2017-05-07,13:45,A,75,6.0NRT,291.3,32.1
-6.417,28.218,320.2,1.5,1.2,2017-05-07,12:00,A,74,6.0NRT,299.6,19.7
-7.312,21.964,316.3,1.1,1.1,2017-05-07,12:00,A,69,6.0NRT,298,8.7
-6.391,28.173,314.4,1.5,1.2,2017-05-07,12:00,A,44,6.0NRT,298,9.9
-7.069,23.569,315.8,1,1,2017-05-07,12:00,A,57,6.0NRT,298.8,5.8
-6.232,28.916,316.2,1.7,1.3,2017-05-07,12:00,A,46,6.0NRT,298.6,15.9
-7.843,17.221,323,2.5,1.5,2017-05-07,12:00,A,80,6.0NRT,287.7,60
-6.168,29.031,311.3,1.7,1.3,2017-05-07,12:00,A,24,6.0NRT,295,10.7
-6.269,28.23,319,1.5,1.2,2017-05-07,12:00,A,66,6.0NRT,298.3,15
-6.266,28.223,321.2,1.5,1.2,2017-05-07,12:00,A,46,6.0NRT,299,17.6
-6.742,24.888,315.5,1,1,2017-05-07,12:00,A,39,6.0NRT,298.1,7
-6.743,24.879,324.4,1,1,2017-05-07,12:00,A,77,6.0NRT,300.4,15.8
-7.716,17.705,320.8,2.3,1.5,2017-05-07,12:00,A,78,6.0NRT,283.5,49.4
-7.507,19.003,327.2,1.8,1.3,2017-05-07,12:00,A,83,6.0NRT,285.2,55.7
-6.152,28.386,322.1,1.5,1.2,2017-05-07,12:00,A,76,6.0NRT,297.1,23.1
-6.692,24.788,321.6,1,1,2017-05-07,12:00,A,58,6.0NRT,298,12.9
-6.152,28.38,325.3,1.5,1.2,2017-05-07,12:00,A,79,6.0NRT,297.2,28.2
-6.519,25.864,318.4,1.1,1,2017-05-07,12:00,A,45,6.0NRT,300.3,9.9
-6.434,26.319,316.1,1.1,1.1,2017-05-07,12:00,A,56,6.0NRT,297.6,8
-6.826,23.339,343.7,1,1,2017-05-07,12:00,A,92,6.0NRT,298.3,41.9
-6.134,27.983,334.2,1.4,1.2,2017-05-07,12:00,A,86,6.0NRT,299.3,47
-7.689,16.78,319.5,2.7,1.6,2017-05-07,12:00,A,77,6.0NRT,294.6,45.3
-6.087,28.115,316.1,1.5,1.2,2017-05-07,12:00,A,41,6.0NRT,297.8,8.6
-7.685,16.772,319.5,2.7,1.6,2017-05-07,12:00,A,77,6.0NRT,294.8,44.5
-6.048,28.301,326.3,1.5,1.2,2017-05-07,12:00,A,79,6.0NRT,297,30.1
-6.241,27.002,317.1,1.2,1.1,2017-05-07,12:00,A,66,6.0NRT,291.9,12.7
-6.517,24.982,314.2,1,1,2017-05-07,12:00,A,29,6.0NRT,294.9,4.8
-6.518,24.973,328.8,1,1,2017-05-07,12:00,A,82,6.0NRT,298.5,20.7
-6.025,28.161,321.2,1.5,1.2,2017-05-07,12:00,A,51,6.0NRT,296,17.8
-6.213,26.919,325.3,1.2,1.1,2017-05-07,12:00,A,0,6.0NRT,300.1,16.5
-5.898,28.911,315,1.7,1.3,2017-05-07,12:00,A,56,6.0NRT,296.9,13.2
-5.983,28.361,325.9,1.5,1.2,2017-05-07,12:00,A,79,6.0NRT,295.1,30.5
-6.205,26.906,331.3,1.2,1.1,2017-05-07,12:00,A,82,6.0NRT,300.3,25.4
-5.896,28.849,321,1.7,1.3,2017-05-07,12:00,A,44,6.0NRT,297.8,19.1
-5.972,28.36,332.4,1.5,1.2,2017-05-07,12:00,A,85,6.0NRT,297.2,45.5
-6.006,28.144,332,1.5,1.2,2017-05-07,12:00,A,82,6.0NRT,299,35.5
-6.008,28.131,327.3,1.5,1.2,2017-05-07,12:00,A,60,6.0NRT,298.2,23.5
-5.98,28.235,326.2,1.5,1.2,2017-05-07,12:00,A,79,6.0NRT,297,28
-5.999,28.116,321.2,1.5,1.2,2017-05-07,12:00,A,27,6.0NRT,299,13.2
-5.89,28.904,316,1.7,1.3,2017-05-07,12:00,A,58,6.0NRT,297,14.3
-5.957,28.452,318.5,1.6,1.2,2017-05-07,12:00,A,59,6.0NRT,299.7,14.8
-5.99,28.232,319.2,1.5,1.2,2017-05-07,12:00,A,53,6.0NRT,296.5,14.7
-6.004,28.138,328.3,1.5,1.2,2017-05-07,12:00,A,81,6.0NRT,298.9,28.5
-5.888,28.842,322.5,1.7,1.3,2017-05-07,12:00,A,71,6.0NRT,300.5,23.5
-5.997,28.11,321.7,1.5,1.2,2017-05-07,12:00,A,67,6.0NRT,299.6,14.9
-5.798,28.967,310.9,1.7,1.3,2017-05-07,12:00,A,40,6.0NRT,293,8.7
-5.893,28.356,313.4,1.5,1.2,2017-05-07,12:00,A,51,6.0NRT,295.2,8.5
-5.932,28.1,321.9,1.5,1.2,2017-05-07,12:00,A,74,6.0NRT,300,16.6
-5.972,27.7,320.5,1.4,1.2,2017-05-07,12:00,A,72,6.0NRT,298.6,14.7
-7.729,14.709,305.5,4,1.9,2017-05-07,12:00,A,27,6.0NRT,285.7,23.6
-5.976,27.694,318.4,1.4,1.2,2017-05-07,12:00,A,30,6.0NRT,298,10.4
-5.91,27.996,341,1.5,1.2,2017-05-07,12:00,A,90,6.0NRT,300.8,59
-5.935,27.829,325.7,1.4,1.2,2017-05-07,12:00,A,79,6.0NRT,300.4,22.3
-5.937,27.816,321.6,1.4,1.2,2017-05-07,12:00,A,56,6.0NRT,298.8,15.5
-5.875,28.084,318,1.5,1.2,2017-05-07,12:00,A,61,6.0NRT,300.4,10.4
-5.877,28.071,322.2,1.5,1.2,2017-05-07,12:00,A,70,6.0NRT,300.6,16.8
-6.021,27.106,324.5,1.3,1.1,2017-05-07,12:00,A,77,6.0NRT,296.1,19.3
-5.862,28.096,325.3,1.5,1.2,2017-05-07,12:00,A,74,6.0NRT,301.4,23.4
-6.591,23.043,318,1,1,2017-05-07,12:00,A,69,6.0NRT,296.7,9.3
-5.716,28.9,325.9,1.7,1.3,2017-05-07,12:00,A,79,6.0NRT,296.7,36.3
-5.888,27.783,319.7,1.4,1.2,2017-05-07,12:00,A,38,6.0NRT,295.9,15.1
-5.715,28.692,314.4,1.6,1.3,2017-05-07,12:00,A,50,6.0NRT,295.6,14.1
-6.167,25.493,322.7,1.1,1,2017-05-07,12:00,A,62,6.0NRT,301.4,13
-7.355,16.884,318,2.6,1.6,2017-05-07,12:00,A,74,6.0NRT,290,37.3
-7.358,16.861,320,2.7,1.6,2017-05-07,12:00,A,77,6.0NRT,289,43.1
-7.38,16.69,323.8,2.7,1.6,2017-05-07,12:00,A,80,6.0NRT,289.2,60.1
-7.383,16.665,322.6,2.8,1.6,2017-05-07,12:00,A,79,6.0NRT,290.8,58.2
-7.534,15.364,310.9,3.5,1.8,2017-05-07,12:00,A,65,6.0NRT,282.5,49.8
-5.711,28.415,322.2,1.6,1.2,2017-05-07,12:00,A,76,6.0NRT,298.1,24.3
-5.626,28.819,320.4,1.7,1.3,2017-05-07,12:00,A,61,6.0NRT,299.8,19.4
-5.618,28.719,326.4,1.7,1.3,2017-05-07,12:00,A,74,6.0NRT,297.8,30.4
-5.62,28.704,328.8,1.7,1.3,2017-05-07,12:00,A,81,6.0NRT,298.1,38.2
